ID,Income,Kidhome,Teenhome,Recency,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Complain,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,AcceptedCmpOverall,Z_CostContact,Z_Revenue,MntRegularProds,MntTotal,,,
1846,"R$ 69,932.00",0,1,97,56,2541,1,0,0,0,0,0,0,1,0,0,412,172,153,150,105,57,2,7,6,11,0,4,0,0,0,0,0,0,0,3,11,R$ 935.00,R$ 992.00,,,
1847,"R$ 44,503.00",1,1,83,48,2233,0,0,1,0,0,0,0,1,0,0,31,1,8,0,0,8,2,2,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 32.00,R$ 40.00,,,
1848,"R$ 60,200.00",0,1,3,72,2702,0,0,1,0,0,0,0,0,0,1,502,19,132,0,6,26,6,6,2,11,0,6,0,0,0,0,0,0,0,3,11,R$ 633.00,R$ 659.00,,,
1849,"R$ 49,638.00",0,1,71,68,2230,1,0,0,0,0,0,0,1,0,0,18,10,3,3,5,0,1,1,0,3,0,2,0,0,0,0,0,0,0,3,11,R$ 39.00,R$ 39.00,,,
1850,"R$ 23,830.00",0,0,3,33,2301,0,0,1,0,0,1,0,0,0,0,1,8,6,4,8,16,1,1,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 11.00,R$ 27.00,,,
1851,"R$ 33,051.00",0,0,15,61,2841,0,0,0,0,1,0,0,0,1,0,100,71,243,108,94,219,3,9,1,8,0,9,0,0,0,0,0,1,0,3,11,R$ 397.00,R$ 616.00,,,
1852,"R$ 72,905.00",0,0,52,62,2318,0,1,0,0,0,0,0,1,0,0,407,114,445,181,165,203,1,3,7,9,0,1,0,0,0,1,0,0,1,3,11,"R$ 1,109.00","R$ 1,312.00",,,
1853,"R$ 69,702.00",0,1,8,69,2654,0,0,0,1,0,0,0,0,0,1,664,9,240,50,19,57,2,7,7,10,0,4,0,0,0,0,0,0,0,3,11,R$ 925.00,R$ 982.00,,,
1854,"R$ 70,300.00",1,0,89,45,2508,1,0,0,0,0,0,0,1,0,0,1045,61,338,60,46,46,3,5,5,13,0,8,0,0,0,0,0,0,0,3,11,"R$ 1,504.00","R$ 1,550.00",,,
1855,"R$ 70,643.00",0,0,66,36,2781,0,1,0,0,0,0,0,0,0,1,1218,107,304,23,143,33,1,5,8,4,0,6,0,0,0,0,0,1,0,3,11,"R$ 1,762.00","R$ 1,795.00",,,
1856,"R$ 30,396.00",1,0,22,51,2219,0,1,0,0,0,0,0,0,0,1,15,0,6,0,1,12,2,1,1,2,0,7,1,0,0,0,0,1,1,3,11,R$ 10.00,R$ 22.00,,,
1857,"R$ 50,616.00",0,1,56,52,2231,1,0,0,0,0,0,0,0,0,1,128,0,16,0,1,4,2,4,0,4,0,7,0,0,0,0,0,0,0,3,11,R$ 141.00,R$ 145.00,,,
1858,"R$ 62,772.00",0,1,74,51,2565,0,0,1,0,0,0,0,0,1,0,581,49,157,43,8,108,1,5,6,11,0,2,0,1,0,0,0,0,1,3,11,R$ 730.00,R$ 838.00,,,
1859,"R$ 30,298.00",0,0,48,35,2200,0,0,1,0,0,0,0,0,0,1,6,3,12,6,1,0,1,1,1,3,0,3,0,0,0,0,0,0,0,3,11,R$ 28.00,R$ 28.00,,,
1860,"R$ 52,413.00",1,0,67,36,2762,0,0,1,0,0,0,0,1,0,0,185,8,133,56,56,12,2,7,1,7,0,7,0,0,0,0,0,0,0,3,11,R$ 426.00,R$ 438.00,,,
1861,"R$ 44,155.00",1,1,24,63,2320,0,1,0,0,0,0,0,0,0,1,22,1,9,0,0,14,1,1,1,2,0,4,0,0,0,0,0,0,0,3,11,R$ 18.00,R$ 32.00,,,
1862,"R$ 86,979.00",0,0,67,49,2393,1,0,0,0,0,0,0,0,0,1,584,100,835,65,83,35,1,5,5,5,0,2,1,0,0,0,0,1,1,3,11,"R$ 1,632.00","R$ 1,667.00",,,
1863,"R$ 76,532.00",1,1,38,45,2452,0,0,0,1,0,0,0,1,0,0,355,30,177,90,138,30,4,9,5,7,0,5,0,0,0,0,0,0,0,3,11,R$ 760.00,R$ 790.00,,,
1864,"R$ 42,081.00",1,0,86,38,2647,0,1,0,0,0,0,0,1,0,0,175,10,110,54,6,27,2,6,3,4,0,6,1,0,0,0,0,0,1,3,11,R$ 328.00,R$ 355.00,,,
1865,"R$ 67,546.00",0,0,90,32,2826,0,1,0,0,0,0,0,0,0,1,864,134,768,150,38,172,1,4,10,5,0,3,0,0,0,0,0,0,0,3,11,"R$ 1,782.00","R$ 1,954.00",,,
1866,"R$ 88,420.00",0,0,87,31,2217,0,0,0,1,0,0,0,0,1,0,957,153,612,99,95,153,1,4,7,8,0,1,1,0,1,1,0,0,3,3,11,"R$ 1,763.00","R$ 1,916.00",,,
1867,"R$ 31,158.00",1,0,62,35,2677,0,1,0,0,0,0,0,1,0,0,25,6,16,20,0,5,2,2,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 62.00,R$ 67.00,,,
1868,"R$ 61,671.00",0,1,23,52,2185,1,0,0,0,0,0,0,1,0,0,641,7,56,0,0,28,8,10,4,6,0,8,0,1,0,1,0,0,2,3,11,R$ 676.00,R$ 704.00,,,
1869,"R$ 69,719.00",0,0,99,46,2193,0,0,1,0,0,0,0,1,0,0,273,86,208,177,14,43,1,2,3,5,0,1,0,0,0,0,0,0,0,3,11,R$ 715.00,R$ 758.00,,,
1870,"R$ 49,160.00",0,1,29,71,2411,1,0,0,0,0,0,0,1,0,0,122,21,43,25,10,15,2,3,1,6,0,6,0,0,0,0,0,0,0,3,11,R$ 206.00,R$ 221.00,,,
1871,"R$ 24,882.00",1,0,52,42,2817,0,0,0,1,0,0,1,0,0,0,1,4,10,29,0,36,1,1,1,2,0,6,1,0,0,0,0,0,1,3,11,R$ 8.00,R$ 44.00,,,
1872,"R$ 90,933.00",0,0,90,66,2249,0,0,1,0,0,0,0,0,0,1,1020,31,430,62,63,79,1,4,6,4,0,1,0,0,1,0,0,0,1,3,11,"R$ 1,527.00","R$ 1,606.00",,,
1873,"R$ 113,734.00",0,0,9,75,2191,0,0,1,0,0,0,0,0,0,1,6,2,3,1,262,3,0,27,0,0,0,1,0,0,0,0,0,0,0,3,11,R$ 271.00,R$ 274.00,,,
1874,"R$ 59,292.00",0,1,71,70,2540,0,0,0,1,0,0,0,0,0,1,378,14,68,19,14,14,2,3,5,8,0,3,0,0,0,0,0,0,0,3,11,R$ 479.00,R$ 493.00,,,
1875,"R$ 45,759.00",1,1,13,56,2650,0,1,0,0,0,0,0,0,0,1,42,1,18,3,0,4,2,2,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 60.00,R$ 64.00,,,
1876,"R$ 22,148.00",0,0,16,37,2236,0,0,1,0,0,0,0,1,0,0,15,5,14,0,4,11,1,1,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 27.00,R$ 38.00,,,
1877,"R$ 73,395.00",0,0,94,33,2262,0,1,0,0,0,0,0,0,1,0,272,7,80,20,7,11,1,4,4,6,0,2,0,0,0,0,0,0,0,3,11,R$ 375.00,R$ 386.00,,,
1878,"R$ 29,819.00",1,0,77,49,2407,1,0,0,0,0,0,0,1,0,0,9,1,24,2,1,2,3,3,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 35.00,R$ 37.00,,,
1879,"R$ 45,688.00",0,1,20,52,2314,0,1,0,0,0,0,0,1,0,0,279,0,18,0,0,9,2,3,1,8,0,4,0,1,0,0,0,0,1,3,11,R$ 288.00,R$ 297.00,,,
1880,"R$ 62,820.00",0,0,51,66,2573,0,1,0,0,0,0,0,1,0,0,398,61,265,138,61,53,1,3,4,6,0,1,0,0,0,0,0,0,0,3,11,R$ 870.00,R$ 923.00,,,
1881,"R$ 60,491.00",0,1,81,49,2455,0,1,0,0,0,0,0,0,0,1,637,47,237,12,19,76,4,6,11,7,0,5,0,0,0,0,0,0,0,3,11,R$ 876.00,R$ 952.00,,,
1882,"R$ 33,235.00",1,0,71,34,2303,0,0,0,1,0,0,0,1,0,0,45,0,16,2,1,6,1,3,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 58.00,R$ 64.00,,,
1883,"R$ 35,701.00",0,0,36,61,2626,0,1,0,0,0,0,0,1,0,0,21,1,9,7,3,5,1,1,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 36.00,R$ 41.00,,,
1884,"R$ 31,535.00",1,0,95,40,2435,0,1,0,0,0,0,0,0,1,0,15,4,13,0,0,19,1,1,1,2,0,7,1,0,0,0,0,0,1,3,11,R$ 13.00,R$ 32.00,,,
1885,"R$ 92,556.00",0,0,32,60,2229,0,0,0,1,0,1,0,0,0,0,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,0,3,11,"R$ 1,207.00","R$ 1,235.00",,,
1886,"R$ 67,384.00",0,1,32,50,2755,0,0,1,0,0,0,0,1,0,0,957,40,175,158,53,107,2,7,8,5,0,5,0,1,0,0,0,0,1,3,11,"R$ 1,276.00","R$ 1,383.00",,,
1887,"R$ 80,573.00",0,0,85,49,2782,0,0,0,1,0,0,0,0,1,0,829,138,430,60,92,15,1,4,6,13,0,2,0,0,0,0,0,0,0,3,11,"R$ 1,534.00","R$ 1,549.00",,,
1888,"R$ 77,870.00",0,1,93,53,2835,0,1,0,0,0,0,0,1,0,0,1017,50,500,65,50,133,3,5,5,5,0,8,0,1,0,1,0,1,2,3,11,"R$ 1,549.00","R$ 1,682.00",,,
1889,"R$ 52,278.00",0,1,24,57,2679,0,0,0,0,1,0,0,0,0,1,953,0,71,0,0,174,6,10,5,10,0,8,0,0,0,0,0,0,0,3,11,R$ 850.00,"R$ 1,024.00",,,
1890,"R$ 57,107.00",0,1,44,52,2833,0,0,1,0,0,0,0,1,0,0,159,0,120,0,0,137,7,4,4,8,0,8,0,1,0,0,1,1,2,3,11,R$ 142.00,R$ 279.00,,,
1891,"R$ 18,929.00",0,0,15,30,2657,0,1,0,0,0,0,0,1,0,0,32,0,8,23,4,18,1,1,0,4,0,6,0,0,0,0,0,0,0,3,11,R$ 49.00,R$ 67.00,,,
1892,"R$ 36,038.00",1,0,82,39,2553,0,0,1,0,0,0,0,0,0,1,23,0,15,0,2,7,2,3,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 33.00,R$ 40.00,,,
1893,"R$ 20,180.00",0,0,27,44,2653,0,0,1,0,0,0,0,1,0,0,18,42,24,15,20,18,1,2,1,4,0,7,0,0,0,0,0,0,0,3,11,R$ 101.00,R$ 119.00,,,
1894,"R$ 34,230.00",1,1,72,55,2709,0,0,0,1,0,0,0,0,0,1,15,0,4,0,0,2,1,1,0,2,0,7,0,0,0,0,0,0,0,3,11,R$ 17.00,R$ 19.00,,,
1895,"R$ 31,878.00",0,1,7,43,2166,0,0,1,0,0,1,0,0,0,0,23,4,5,10,5,23,1,1,0,4,0,3,0,0,0,0,0,0,0,3,11,R$ 24.00,R$ 47.00,,,
1896,"R$ 70,932.00",0,1,57,48,2320,0,1,0,0,0,1,0,0,0,0,200,193,100,46,185,185,2,6,2,12,0,3,0,0,0,0,0,0,0,3,11,R$ 539.00,R$ 724.00,,,
1897,"R$ 91,249.00",0,0,84,64,2776,0,0,1,0,0,0,0,1,0,0,1324,27,119,71,108,27,0,7,9,6,0,4,0,1,1,1,1,1,4,3,11,"R$ 1,622.00","R$ 1,649.00",,,
1898,"R$ 77,598.00",0,0,53,77,2430,0,0,1,0,0,0,0,0,1,0,1193,33,281,129,66,33,1,7,5,13,0,3,0,0,1,0,0,0,1,3,11,"R$ 1,669.00","R$ 1,702.00",,,
1899,"R$ 80,982.00",1,1,48,61,2696,0,0,1,0,0,0,0,1,0,0,505,137,401,104,22,22,3,11,5,11,1,5,0,0,0,0,0,0,0,3,11,"R$ 1,147.00","R$ 1,169.00",,,
1900,"R$ 22,701.00",1,0,2,43,2456,0,1,0,0,0,0,0,0,1,0,2,4,9,0,4,5,1,1,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 14.00,R$ 19.00,,,
1901,"R$ 55,212.00",0,1,65,51,2742,0,1,0,0,0,0,0,0,0,1,1103,0,45,0,0,34,3,4,2,11,0,8,0,1,0,0,1,0,2,3,11,"R$ 1,114.00","R$ 1,148.00",,,
1902,"R$ 70,617.00",0,0,45,50,2530,0,1,0,0,0,0,0,1,0,0,353,61,753,40,46,27,1,3,3,7,0,2,0,0,0,0,0,0,0,3,11,"R$ 1,226.00","R$ 1,253.00",,,
1903,"R$ 64,849.00",0,0,42,63,2752,0,0,1,0,0,0,0,1,0,0,652,48,350,94,84,108,1,9,3,6,0,5,0,0,0,0,0,1,0,3,11,"R$ 1,120.00","R$ 1,228.00",,,
1904,"R$ 62,694.00",1,1,29,55,2536,0,1,0,0,0,0,0,0,1,0,379,6,157,25,91,91,5,9,3,7,0,7,0,0,0,0,0,0,0,3,11,R$ 567.00,R$ 658.00,,,
1905,"R$ 61,917.00",1,1,83,46,2380,0,1,0,0,0,0,0,0,0,1,46,4,36,2,2,1,1,2,0,4,0,5,0,0,0,0,0,0,0,3,11,R$ 89.00,R$ 90.00,,,
1906,"R$ 67,472.00",0,1,93,73,2433,0,1,0,0,0,0,0,0,0,1,162,31,127,8,17,69,2,4,2,7,0,3,0,0,0,0,0,0,0,3,11,R$ 276.00,R$ 345.00,,,
1907,"R$ 21,059.00",1,0,40,38,2332,0,1,0,0,0,0,0,0,1,0,8,3,19,3,3,8,3,3,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 28.00,R$ 36.00,,,
1908,"R$ 29,543.00",2,0,47,52,2248,0,1,0,0,0,0,0,0,1,0,17,3,18,3,4,18,2,3,1,2,0,7,0,0,0,0,0,0,0,3,11,R$ 27.00,R$ 45.00,,,
1909,"R$ 75,903.00",0,1,50,69,2606,0,1,0,0,0,0,0,1,0,0,340,108,185,130,38,100,2,6,6,9,0,3,0,0,0,0,0,0,0,3,11,R$ 701.00,R$ 801.00,,,
1910,"R$ 34,984.00",1,1,40,45,2820,0,0,0,1,0,1,0,0,0,0,8,4,15,3,5,3,2,1,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 32.00,R$ 35.00,,,
1911,"R$ 54,998.00",0,1,3,64,2635,0,0,1,0,0,0,0,0,0,1,154,22,202,39,30,8,5,4,2,9,0,4,0,0,0,0,0,1,0,3,11,R$ 439.00,R$ 447.00,,,
1912,"R$ 54,356.00",0,1,62,71,2746,0,0,0,0,1,0,0,0,0,1,710,15,30,20,0,0,3,11,2,8,0,8,0,0,0,0,0,1,0,3,11,R$ 775.00,R$ 775.00,,,
1913,"R$ 34,242.00",0,1,25,61,2257,0,1,0,0,0,0,0,0,1,0,8,2,4,0,0,1,1,0,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 13.00,R$ 14.00,,,
1914,"R$ 25,410.00",1,0,48,47,2461,0,1,0,0,0,0,0,1,0,0,2,2,4,13,13,4,1,1,0,4,0,4,0,0,0,0,0,0,0,3,11,R$ 30.00,R$ 34.00,,,
1915,"R$ 73,356.00",0,0,56,36,2302,0,1,0,0,0,0,0,0,0,1,1050,14,322,0,14,112,1,5,11,5,0,2,1,0,1,1,0,1,3,3,11,"R$ 1,288.00","R$ 1,400.00",,,
1916,"R$ 28,320.00",0,1,68,70,2690,0,0,0,1,0,0,0,1,0,0,19,1,14,3,2,4,1,1,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 35.00,R$ 39.00,,,
1917,"R$ 23,763.00",1,0,64,43,2850,0,0,1,0,0,0,0,1,0,0,22,0,6,6,2,6,1,1,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 30.00,R$ 36.00,,,
1918,"R$ 72,570.00",0,0,67,36,2224,0,1,0,0,0,0,0,1,0,0,274,83,216,151,141,224,1,4,6,12,0,1,0,0,0,0,0,0,0,3,11,R$ 641.00,R$ 865.00,,,
1919,"R$ 34,529.00",1,0,94,44,2812,0,1,0,0,0,0,0,0,1,0,68,6,38,3,6,41,2,2,2,3,0,7,0,0,0,0,0,0,0,3,11,R$ 80.00,R$ 121.00,,,
1920,"R$ 70,792.00",0,0,82,69,2667,0,0,0,0,1,0,0,1,0,0,344,45,654,104,11,114,2,3,4,10,0,3,0,0,0,0,0,0,0,3,11,"R$ 1,044.00","R$ 1,158.00",,,
1921,"R$ 63,211.00",0,0,3,38,2763,0,1,0,0,0,0,0,1,0,0,145,193,459,205,26,145,2,3,8,7,0,2,0,0,0,0,0,1,0,3,11,R$ 883.00,"R$ 1,028.00",,,
1922,"R$ 83,891.00",0,1,24,46,2168,0,1,0,0,0,0,0,0,1,0,217,38,350,111,85,15,1,4,7,10,0,1,0,0,0,0,0,0,0,3,11,R$ 786.00,R$ 801.00,,,
1923,"R$ 36,065.00",1,1,54,52,2614,0,0,1,0,0,0,0,1,0,0,18,7,34,10,2,3,3,3,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 68.00,R$ 71.00,,,
1924,"R$ 39,898.00",0,1,20,66,2661,0,0,0,1,0,0,0,1,0,0,69,8,26,12,7,12,2,3,0,4,0,7,0,0,0,0,0,0,0,3,11,R$ 110.00,R$ 122.00,,,
1925,"R$ 51,141.00",0,0,96,80,2515,0,0,1,0,0,0,0,0,0,1,144,0,7,0,0,6,1,3,1,4,0,5,0,0,0,0,0,0,0,3,11,R$ 145.00,R$ 151.00,,,
1926,"R$ 56,939.00",0,1,19,44,2443,0,1,0,0,0,0,0,1,0,0,256,34,103,90,29,49,2,3,3,10,0,3,0,0,0,0,0,0,0,3,11,R$ 463.00,R$ 512.00,,,
1927,"R$ 80,872.00",0,0,60,69,2207,0,0,1,0,0,0,0,1,0,0,483,72,567,94,12,108,1,4,4,10,0,1,0,0,0,0,0,0,0,3,11,"R$ 1,120.00","R$ 1,228.00",,,
1928,"R$ 72,335.00",0,0,2,44,2844,0,0,0,1,0,0,0,0,0,1,1285,105,653,28,21,0,1,10,4,8,0,8,0,0,0,0,0,1,0,3,11,"R$ 2,092.00","R$ 2,092.00",,,
1929,"R$ 61,798.00",0,0,13,56,2377,0,0,1,0,0,0,0,0,0,1,338,4,89,11,8,13,1,4,2,9,0,4,0,0,0,0,0,0,0,3,11,R$ 437.00,R$ 450.00,,,
1930,"R$ 76,842.00",0,0,37,70,2216,0,0,0,0,1,0,0,0,0,1,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,0,3,11,"R$ 1,066.00","R$ 1,098.00",,,
1931,"R$ 29,478.00",1,0,59,44,2322,0,0,0,1,0,0,0,1,0,0,8,0,7,3,1,1,1,1,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 18.00,R$ 19.00,,,
1932,"R$ 46,998.00",0,1,55,64,2774,0,0,1,0,0,0,0,1,0,0,172,41,86,45,6,27,5,5,3,5,0,7,1,0,0,0,0,0,1,3,11,R$ 323.00,R$ 350.00,,,
1933,"R$ 96,843.00",0,0,60,30,2591,0,0,1,0,0,0,0,1,0,0,448,71,951,40,17,17,1,6,11,10,0,2,0,0,1,0,0,1,1,3,11,"R$ 1,510.00","R$ 1,527.00",,,
1934,"R$ 56,551.00",1,1,48,70,2212,0,0,0,0,1,0,0,0,0,1,67,4,32,17,2,16,3,2,1,4,0,4,0,0,0,0,0,0,0,3,11,R$ 106.00,R$ 122.00,,,
1935,"R$ 70,053.00",0,1,38,55,2520,0,1,0,0,0,0,0,0,1,0,512,53,98,81,179,89,3,8,5,10,0,5,0,0,0,0,0,0,0,3,11,R$ 834.00,R$ 923.00,,,
1936,"R$ 71,670.00",0,0,8,58,2514,0,0,0,0,1,0,0,0,0,1,1462,16,128,0,0,160,1,5,3,6,0,6,0,1,1,0,1,1,3,3,11,"R$ 1,446.00","R$ 1,606.00",,,
1937,"R$ 44,359.00",1,1,19,42,2171,0,1,0,0,0,0,0,1,0,0,20,0,14,7,3,1,3,2,0,4,0,3,0,0,0,0,0,0,0,3,11,R$ 43.00,R$ 44.00,,,
1938,"R$ 40,887.00",1,1,32,68,2578,0,0,1,0,0,0,0,1,0,0,50,4,44,10,10,43,3,3,1,3,0,9,0,0,0,0,0,1,0,3,11,R$ 75.00,R$ 118.00,,,
1939,"R$ 48,877.00",0,1,27,54,2334,1,0,0,0,0,0,0,1,0,0,102,1,15,2,0,24,1,3,0,4,0,7,0,0,0,0,0,0,0,3,11,R$ 96.00,R$ 120.00,,,
1940,"R$ 74,485.00",0,0,58,73,2468,0,0,0,1,0,0,0,1,0,0,499,149,815,173,49,49,1,6,7,12,0,3,0,0,0,0,0,0,0,3,11,"R$ 1,636.00","R$ 1,685.00",,,
1941,"R$ 64,474.00",0,1,59,48,2409,0,0,0,1,0,0,0,1,0,0,381,35,172,56,86,93,2,8,2,10,0,5,0,0,0,0,0,0,0,3,11,R$ 637.00,R$ 730.00,,,
1942,"R$ 77,226.00",0,1,29,57,2280,0,0,0,1,0,0,0,1,0,0,631,43,239,128,76,21,2,6,8,12,0,3,0,0,0,0,0,0,0,3,11,"R$ 1,096.00","R$ 1,117.00",,,
1943,"R$ 72,643.00",0,0,60,71,2646,0,0,0,0,1,0,0,1,0,0,526,80,553,123,94,53,1,3,10,7,0,2,0,0,0,1,0,1,1,3,11,"R$ 1,323.00","R$ 1,376.00",,,
1944,"R$ 85,738.00",0,0,41,42,2316,0,0,0,1,0,0,0,0,1,0,913,26,376,17,26,13,1,3,6,11,0,1,0,1,1,0,0,0,2,3,11,"R$ 1,345.00","R$ 1,358.00",,,
1945,"R$ 55,686.00",0,1,27,54,2659,1,0,0,0,0,0,0,1,0,0,673,0,199,37,47,26,2,6,3,5,0,4,1,0,0,0,0,0,1,3,11,R$ 930.00,R$ 956.00,,,
1946,"R$ 39,062.00",1,0,28,37,2255,0,0,1,0,0,0,0,1,0,0,23,0,9,0,0,12,1,1,0,3,0,4,1,0,0,0,0,0,1,3,11,R$ 20.00,R$ 32.00,,,
1947,"R$ 34,600.00",1,1,8,49,2703,0,0,0,1,0,0,0,1,0,0,199,33,60,8,3,15,5,5,2,5,0,8,0,0,0,0,0,1,0,3,11,R$ 288.00,R$ 303.00,,,
1948,"R$ 40,794.00",0,1,18,45,2607,0,1,0,0,0,0,0,1,0,0,261,23,73,4,23,50,2,6,3,5,0,7,0,0,0,0,0,0,0,3,11,R$ 334.00,R$ 384.00,,,
1949,"R$ 54,690.00",1,1,76,49,2393,0,1,0,0,0,1,0,0,0,0,111,16,37,7,9,18,3,3,1,5,0,3,0,0,0,0,0,0,0,3,11,R$ 162.00,R$ 180.00,,,
1950,"R$ 4,428.00",0,1,0,51,2426,0,1,0,0,0,0,0,1,0,0,16,4,12,2,4,321,0,25,0,0,0,1,0,0,0,0,0,0,0,3,11,-R$ 283.00,R$ 38.00,,,
1951,"R$ 32,632.00",0,0,32,57,2855,0,1,0,0,0,1,0,0,0,0,63,151,137,153,19,53,2,4,4,8,0,5,0,0,0,0,0,0,0,3,11,R$ 470.00,R$ 523.00,,,
1952,"R$ 38,236.00",1,1,2,52,2441,0,0,1,0,0,0,0,0,0,1,58,0,18,2,0,10,4,3,0,4,0,7,0,0,0,0,0,0,0,3,11,R$ 68.00,R$ 78.00,,,
1953,"R$ 36,781.00",1,0,16,41,2239,0,1,0,0,0,0,0,1,0,0,29,1,17,0,3,13,1,2,1,2,0,8,0,0,0,0,0,1,0,3,11,R$ 37.00,R$ 50.00,,,
1954,"R$ 31,385.00",1,0,56,36,2730,0,0,1,0,0,0,0,0,1,0,3,2,12,0,1,9,1,1,0,2,0,8,1,0,0,0,0,1,1,3,11,R$ 9.00,R$ 18.00,,,
1955,"R$ 24,570.00",1,0,97,36,2646,0,1,0,0,0,0,0,1,0,0,28,34,62,11,14,44,3,4,0,4,0,9,0,0,0,0,0,0,0,3,11,R$ 105.00,R$ 149.00,,,
1956,"R$ 25,509.00",1,0,15,46,2808,1,0,0,0,0,0,0,0,0,1,40,3,30,10,7,11,3,3,0,3,0,9,0,0,0,0,0,1,0,3,11,R$ 79.00,R$ 90.00,,,
1957,"R$ 94,642.00",0,0,35,69,2296,0,1,0,0,0,0,0,1,0,0,879,143,797,106,143,143,0,5,7,9,0,1,0,0,1,1,0,0,2,3,11,"R$ 1,925.00","R$ 2,068.00",,,
1958,"R$ 58,646.00",0,1,3,58,2543,0,1,0,0,0,0,0,0,1,0,62,1,44,6,5,22,1,2,1,4,0,4,0,0,0,0,0,0,0,3,11,R$ 96.00,R$ 118.00,,,
1959,"R$ 53,201.00",1,1,49,45,2661,0,0,1,0,0,0,0,1,0,0,280,7,81,20,0,27,8,6,3,5,0,7,0,0,0,0,0,0,0,3,11,R$ 361.00,R$ 388.00,,,
1960,"R$ 21,994.00",0,1,4,63,2711,0,0,0,1,0,0,0,1,0,0,9,0,6,3,1,3,1,0,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 16.00,R$ 19.00,,,
1961,"R$ 57,113.00",1,1,45,42,2667,0,1,0,0,0,0,0,1,0,0,182,4,33,0,2,42,6,4,1,5,0,7,0,0,0,0,0,0,0,3,11,R$ 179.00,R$ 221.00,,,
1962,"R$ 51,373.00",0,0,37,29,2531,0,1,0,0,0,0,0,1,0,0,83,2,101,64,26,117,1,3,5,3,0,4,0,0,0,0,0,0,0,3,11,R$ 159.00,R$ 276.00,,,
1963,"R$ 23,477.00",1,0,39,34,2410,0,1,0,0,0,0,0,1,0,0,38,15,54,3,8,29,3,3,0,4,0,8,0,0,0,0,0,0,0,3,11,R$ 89.00,R$ 118.00,,,
1964,"R$ 58,116.00",0,1,38,64,2236,0,1,0,0,0,0,0,1,0,0,228,19,130,4,11,51,2,3,3,8,0,2,0,0,0,0,0,0,0,3,11,R$ 341.00,R$ 392.00,,,
1965,"R$ 72,968.00",0,0,8,57,2354,1,0,0,0,0,0,0,0,0,1,1092,37,592,145,37,55,1,5,5,8,0,3,0,0,0,1,0,1,1,3,11,"R$ 1,848.00","R$ 1,903.00",,,
1966,"R$ 39,791.00",0,1,89,49,2617,0,1,0,0,0,0,0,0,1,0,85,15,27,13,13,21,2,3,1,4,0,7,0,0,0,0,0,0,0,3,11,R$ 132.00,R$ 153.00,,,
1967,"R$ 91,712.00",0,0,47,73,2414,0,0,1,0,0,0,0,0,1,0,1276,24,746,94,29,48,0,9,7,11,0,3,0,0,1,0,0,1,1,3,11,"R$ 2,121.00","R$ 2,169.00",,,
1968,"R$ 94,472.00",0,1,75,62,2246,0,0,1,0,0,0,0,1,0,0,1017,33,417,108,100,16,1,5,5,5,0,5,0,1,1,0,0,0,2,3,11,"R$ 1,659.00","R$ 1,675.00",,,
1969,"R$ 13,672.00",1,1,86,60,2597,0,0,0,1,0,0,0,1,0,0,6,2,9,2,1,5,2,1,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 15.00,R$ 20.00,,,
1970,"R$ 96,547.00",0,0,4,40,2196,0,1,0,0,0,1,0,0,0,0,448,21,125,52,101,62,0,7,6,8,0,2,1,0,1,1,0,1,3,3,11,R$ 685.00,R$ 747.00,,,
1971,"R$ 79,205.00",0,0,73,45,2828,0,1,0,0,0,0,0,1,0,0,504,23,117,179,28,44,1,6,5,4,0,4,0,0,0,1,0,1,1,3,11,R$ 807.00,R$ 851.00,,,
1972,"R$ 56,559.00",0,1,46,45,2710,0,0,0,1,0,0,0,0,0,1,226,22,133,41,31,31,3,4,3,8,0,4,0,0,0,0,0,0,0,3,11,R$ 422.00,R$ 453.00,,,
